record_id,craft,material,technique,size,labor_hours,raw_material_cost,packaging_cost,transport_cost,complexity,customization,region,actual_selling_price
SIH-03257,Blue Pottery,Ceramic,Glazing,Medium,2.9,160,20,35,Low,Standard,West India,690
SIH-03258,Dhokra,Brass,Lost Wax Casting,Medium,29.0,1130,185,145,Medium,Light,Central India,7080
SIH-03259,Phulkari,Cotton,Hand Embroidery,Standard,55.5,670,110,130,High,Moderate,North India,10230
SIH-03260,Madhubani,Paper,Hand Painting,Medium,43.2,270,140,275,Medium,Moderate,East India,11510
SIH-03261,Dhokra,Brass,Lost Wax Casting,Medium,26.4,1150,265,180,High,Moderate,Central India,8800
SIH-03262,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Large,56.8,2050,445,640,High,Standard,North India,21170
SIH-03263,Pipili Applique,Cotton,Applique,Small,9.5,150,25,20,Low,Standard,East India,1440
SIH-03264,Madhubani,Paper,Hand Painting,Large,11.3,430,60,50,Medium,Standard,East India,3650
SIH-03265,Madhubani,Paper,Hand Painting,Small,23.5,130,50,125,Low,Moderate,East India,5560
SIH-03266,Blue Pottery,Ceramic,Glazing,Small,1.3,200,20,30,Low,Standard,West India,520
SIH-03267,Sandalwood Carving,Sandalwood,Wood Carving,Medium,21.2,3860,160,190,High,High,South India,13720
SIH-03268,Dhokra,Brass,Lost Wax Casting,Small,15.5,1470,130,180,Medium,High,Central India,6380
SIH-03269,Blue Pottery,Ceramic,Glazing,Small,2.7,250,45,50,Low,Light,West India,1000
SIH-03270,Channapatna,Wood,Lac Turning,Medium,3.3,160,20,35,Low,Standard,South India,850
SIH-03271,Kondapalli Toys,Soft Wood,Hand Painting,Small,4.6,120,15,30,Low,Standard,South India,930
SIH-03272,Madhubani,Paper,Hand Painting,Large,29.2,340,155,145,Medium,Standard,East India,7420
SIH-03273,Kondapalli Toys,Soft Wood,Hand Painting,Large,13.0,480,60,65,High,Light,South India,2440
SIH-03274,Thanjavur Painting,Wood,Gold Leaf Work,Small,41.9,1580,470,495,Medium,Moderate,South India,21540
SIH-03275,Blue Pottery,Ceramic,Glazing,Medium,5.0,310,55,75,Low,Light,West India,1600
SIH-03276,Sandalwood Carving,Sandalwood,Wood Carving,Large,87.5,4010,560,785,High,Light,South India,26390
SIH-03277,Banarasi,Silk,Handloom Weaving,Standard,81.8,5530,325,340,Medium,Standard,North India,25580
SIH-03278,Dhokra,Brass,Lost Wax Casting,Large,11.0,3390,170,325,High,Standard,Central India,7270
SIH-03279,Sandalwood Carving,Sandalwood,Wood Carving,Medium,64.0,1600,470,740,Medium,Light,South India,22060
SIH-03280,Blue Pottery,Ceramic,Glazing,Medium,2.2,200,20,25,Low,Standard,West India,670
SIH-03281,Channapatna,Wood,Lac Turning,Large,6.5,150,30,40,Low,Standard,South India,1190
SIH-03282,Dhokra,Brass,Lost Wax Casting,Large,22.6,3060,205,480,High,Light,Central India,10160
SIH-03283,Pipili Applique,Cotton,Applique,Large,15.2,320,35,35,Medium,Standard,East India,2620
SIH-03284,Dhokra,Brass,Lost Wax Casting,Medium,16.7,1660,140,155,Medium,Standard,Central India,6140
SIH-03285,Thanjavur Painting,Wood,Gold Leaf Work,Large,32.8,4380,375,640,High,Light,South India,23070
SIH-03286,Terracotta,Clay,Hand Moulding,Medium,7.0,150,30,40,Low,Light,East India,1470
SIH-03287,Blue Pottery,Ceramic,Glazing,Small,3.7,240,40,35,Low,High,West India,1110
SIH-03288,Blue Pottery,Ceramic,Glazing,Small,2.5,240,35,45,Low,High,West India,960
SIH-03289,Pipili Applique,Cotton,Applique,Small,6.5,240,25,35,Low,Light,East India,1270
SIH-03290,Madhubani,Paper,Hand Painting,Large,63.9,440,265,240,High,Moderate,East India,13400
SIH-03291,Blue Pottery,Ceramic,Glazing,Small,1.3,130,15,25,Low,Standard,West India,480
SIH-03292,Banarasi,Silk,Handloom Weaving,Standard,135.0,6190,485,1005,High,Moderate,North India,48690
SIH-03293,Thanjavur Painting,Wood,Gold Leaf Work,Medium,37.9,4140,500,500,High,Moderate,South India,20760
SIH-03294,Channapatna,Wood,Lac Turning,Large,5.7,240,25,25,Medium,Standard,South India,1210
SIH-03295,Channapatna,Wood,Lac Turning,Small,2.0,80,15,20,Low,Light,South India,490
SIH-03296,Dhokra,Brass,Lost Wax Casting,Small,2.6,830,45,60,Low,Standard,Central India,1920
SIH-03297,Moradabad Metal Craft,Brass,Metal Engraving,Small,7.2,1010,100,85,Low,Light,North India,3590
SIH-03298,Blue Pottery,Ceramic,Glazing,Large,8.3,320,80,120,Medium,Standard,West India,2310
SIH-03299,Channapatna,Wood,Lac Turning,Small,3.1,130,15,20,Low,Standard,South India,680
SIH-03300,Terracotta,Clay,Hand Moulding,Medium,6.4,240,40,40,Low,Standard,East India,1500
SIH-03301,Pipili Applique,Cotton,Applique,Medium,9.6,250,40,50,Low,Standard,East India,2130
SIH-03302,Phulkari,Cotton,Hand Embroidery,Standard,26.0,800,160,195,Medium,Standard,North India,9020
SIH-03303,Pipili Applique,Cotton,Applique,Medium,7.4,230,25,35,Low,Standard,East India,1670
SIH-03304,Thanjavur Painting,Wood,Gold Leaf Work,Large,60.9,4010,475,765,High,Standard,South India,27100
SIH-03305,Phulkari,Cotton,Hand Embroidery,Standard,47.7,750,90,155,Medium,Standard,North India,9920
SIH-03306,Kondapalli Toys,Soft Wood,Hand Painting,Large,5.4,370,35,50,Medium,Standard,South India,1490
SIH-03307,Bastar Dhokra,Bell Metal,Lost Wax Casting,Medium,16.7,1690,240,315,Medium,Standard,Central India,7990
SIH-03308,Kutch Embroidery,Cotton,Hand Embroidery,Small,20.0,230,65,80,Low,Moderate,West India,6240
SIH-03309,Dhokra,Brass,Lost Wax Casting,Small,17.3,650,100,105,Medium,Moderate,Central India,4610
SIH-03310,Bastar Dhokra,Bell Metal,Lost Wax Casting,Small,7.7,1000,55,90,Low,Standard,Central India,2940
SIH-03311,Kondapalli Toys,Soft Wood,Hand Painting,Large,8.2,570,60,75,Medium,Standard,South India,2070
SIH-03312,Channapatna,Wood,Lac Turning,Medium,3.7,120,15,30,Low,Light,South India,790
SIH-03313,Kutch Embroidery,Cotton,Hand Embroidery,Large,27.3,600,95,130,High,Light,West India,5200
SIH-03314,Madhubani,Paper,Hand Painting,Large,24.3,370,70,150,High,High,East India,6050
SIH-03315,Kalamkari,Cotton,Block Printing,Large,13.1,800,70,40,Medium,Standard,South India,3460
SIH-03316,Blue Pottery,Ceramic,Glazing,Medium,2.4,190,20,35,Low,Light,West India,730
SIH-03317,Sandalwood Carving,Sandalwood,Wood Carving,Large,65.9,4310,380,465,High,Light,South India,23340
SIH-03318,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Large,78.1,2120,325,455,High,Standard,North India,20180
SIH-03319,Banarasi,Silk,Handloom Weaving,Standard,102.7,7280,390,665,High,Standard,North India,42730
SIH-03320,Kalamkari,Cotton,Block Printing,Medium,8.6,360,25,50,Low,Standard,South India,1780
SIH-03321,Kutch Embroidery,Cotton,Hand Embroidery,Small,17.8,470,70,80,Medium,Moderate,West India,5600
SIH-03322,Thanjavur Painting,Wood,Gold Leaf Work,Small,28.1,1470,200,240,Medium,Standard,South India,12580
SIH-03323,Blue Pottery,Ceramic,Glazing,Small,1.2,180,20,20,Low,Moderate,West India,590
SIH-03324,Terracotta,Clay,Hand Moulding,Small,4.0,160,15,25,Low,Standard,East India,860
SIH-03325,Banarasi,Silk,Handloom Weaving,Standard,80.1,4510,385,400,High,Standard,North India,33620
SIH-03326,Kondapalli Toys,Soft Wood,Hand Painting,Small,1.5,130,15,20,Low,Standard,South India,530
SIH-03327,Blue Pottery,Ceramic,Glazing,Small,3.0,230,35,35,Low,Standard,West India,970
SIH-03328,Dhokra,Brass,Lost Wax Casting,Large,30.6,1820,265,310,High,Moderate,Central India,10860
SIH-03329,Sikki Craft,Sikki Grass,Hand Weaving,Medium,2.5,140,15,20,Medium,Standard,East India,570
SIH-03330,Pashmina,Pashmina Wool,Hand Embroidery,Standard,38.3,6630,180,225,Medium,Standard,North India,19500
SIH-03331,Blue Pottery,Ceramic,Glazing,Large,4.8,360,45,50,Medium,Light,West India,1480
SIH-03332,Sandalwood Carving,Sandalwood,Wood Carving,Small,24.7,2190,160,270,Medium,Light,South India,11950
SIH-03333,Dhokra,Brass,Lost Wax Casting,Medium,9.4,2030,150,135,High,Moderate,Central India,5600
SIH-03334,Kalamkari,Cotton,Block Printing,Large,18.8,680,60,115,Medium,Standard,South India,4390
SIH-03335,Blue Pottery,Ceramic,Glazing,Large,4.1,320,30,40,Medium,Light,West India,1410
SIH-03336,Thanjavur Painting,Wood,Gold Leaf Work,Large,54.1,3390,625,545,High,Moderate,South India,25610
SIH-03337,Blue Pottery,Ceramic,Glazing,Large,3.6,400,30,55,Medium,Standard,West India,1140
SIH-03338,Pipili Applique,Cotton,Applique,Large,30.9,440,55,120,High,Moderate,East India,4520
SIH-03339,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Large,38.7,2220,265,510,High,Standard,North India,13130
SIH-03340,Banarasi,Silk,Handloom Weaving,Standard,79.7,6490,280,455,High,Light,North India,33650
SIH-03341,Terracotta,Clay,Hand Moulding,Small,1.0,110,15,20,Low,Moderate,East India,380
SIH-03342,Sandalwood Carving,Sandalwood,Wood Carving,Small,24.6,2480,320,225,Low,Standard,South India,12820
SIH-03343,Bastar Dhokra,Bell Metal,Lost Wax Casting,Large,32.2,2840,275,445,High,High,Central India,13470
SIH-03344,Madhubani,Paper,Hand Painting,Large,50.8,400,115,115,High,Moderate,East India,10370
SIH-03345,Blue Pottery,Ceramic,Glazing,Medium,1.8,220,15,30,Medium,High,West India,650
SIH-03346,Thanjavur Painting,Wood,Gold Leaf Work,Large,43.2,4270,500,775,High,Light,South India,24620
SIH-03347,Phulkari,Cotton,Hand Embroidery,Standard,41.7,690,180,180,Medium,Standard,North India,9200
SIH-03348,Kondapalli Toys,Soft Wood,Hand Painting,Medium,4.6,320,30,40,Low,Standard,South India,1170
SIH-03349,Pashmina,Pashmina Wool,Hand Embroidery,Standard,95.4,5620,445,520,Medium,Standard,North India,28520
SIH-03350,Sikki Craft,Sikki Grass,Hand Weaving,Large,10.4,280,55,45,Medium,Standard,East India,2470
SIH-03351,Phulkari,Cotton,Hand Embroidery,Standard,26.5,700,140,90,High,High,North India,7450
SIH-03352,Bastar Dhokra,Bell Metal,Lost Wax Casting,Medium,29.5,2040,280,350,Medium,Light,Central India,11670
SIH-03353,Banarasi,Silk,Handloom Weaving,Standard,132.1,4110,435,820,High,Standard,North India,37660
SIH-03354,Banarasi,Silk,Handloom Weaving,Standard,100.1,4940,570,605,High,Standard,North India,41520
SIH-03355,Banarasi,Silk,Handloom Weaving,Standard,108.7,6870,620,400,High,Moderate,North India,40000
SIH-03356,Blue Pottery,Ceramic,Glazing,Large,5.9,360,35,85,Medium,Standard,West India,1910
SIH-03357,Thanjavur Painting,Wood,Gold Leaf Work,Small,31.6,1470,260,260,Medium,High,South India,12440
SIH-03358,Pashmina,Pashmina Wool,Hand Embroidery,Standard,50.6,5310,410,395,Medium,Standard,North India,24600
SIH-03359,Kondapalli Toys,Soft Wood,Hand Painting,Large,10.1,500,50,85,Medium,Light,South India,2620
SIH-03360,Dhokra,Brass,Lost Wax Casting,Large,9.5,2030,205,230,High,Light,Central India,6250
SIH-03361,Channapatna,Wood,Lac Turning,Large,6.0,250,45,70,Medium,Standard,South India,1780
SIH-03362,Pipili Applique,Cotton,Applique,Large,9.5,400,50,70,Medium,Standard,East India,2550
SIH-03363,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Large,33.3,1820,175,280,High,Light,North India,13820
SIH-03364,Kondapalli Toys,Soft Wood,Hand Painting,Small,5.0,140,30,30,Low,Moderate,South India,1300
SIH-03365,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Large,23.8,1860,115,340,High,Standard,North India,9270
SIH-03366,Pipili Applique,Cotton,Applique,Medium,9.6,170,35,55,Low,Standard,East India,2270
SIH-03367,Blue Pottery,Ceramic,Glazing,Medium,3.3,210,30,40,Low,Moderate,West India,870
SIH-03368,Thanjavur Painting,Wood,Gold Leaf Work,Large,32.5,3550,385,620,High,Moderate,South India,21050
SIH-03369,Pipili Applique,Cotton,Applique,Small,4.1,170,15,20,Low,Light,East India,990
SIH-03370,Sandalwood Carving,Sandalwood,Wood Carving,Large,58.5,4870,480,400,High,Moderate,South India,19650
SIH-03371,Pashmina,Pashmina Wool,Hand Embroidery,Standard,82.2,6210,275,475,Medium,Standard,North India,33190
SIH-03372,Moradabad Metal Craft,Brass,Metal Engraving,Large,28.0,1890,350,280,High,Standard,North India,9890
SIH-03373,Sikki Craft,Sikki Grass,Hand Weaving,Large,8.2,200,50,40,Medium,Standard,East India,2070
SIH-03374,Channapatna,Wood,Lac Turning,Small,1.2,130,15,20,Low,Light,South India,380
SIH-03375,Kutch Embroidery,Cotton,Hand Embroidery,Large,32.7,450,105,215,High,Moderate,West India,8310
SIH-03376,Phulkari,Cotton,Hand Embroidery,Standard,42.0,610,140,245,Medium,Light,North India,9070
SIH-03377,Terracotta,Clay,Hand Moulding,Small,4.8,110,25,40,Low,Light,East India,920
SIH-03378,Kutch Embroidery,Cotton,Hand Embroidery,Medium,32.1,300,80,110,High,High,West India,8210
SIH-03379,Banarasi,Silk,Handloom Weaving,Standard,45.9,6010,280,285,Medium,Standard,North India,19060
SIH-03380,Sikki Craft,Sikki Grass,Hand Weaving,Large,10.1,240,50,70,High,Standard,East India,1770
SIH-03381,Blue Pottery,Ceramic,Glazing,Medium,4.1,270,20,65,Low,Light,West India,1160
SIH-03382,Kondapalli Toys,Soft Wood,Hand Painting,Small,1.4,190,15,20,Low,Standard,South India,490
SIH-03383,Dhokra,Brass,Lost Wax Casting,Large,31.2,2450,330,255,High,Moderate,Central India,9700
SIH-03384,Sandalwood Carving,Sandalwood,Wood Carving,Small,34.1,2260,255,180,Low,Light,South India,11140
SIH-03385,Channapatna,Wood,Lac Turning,Medium,3.8,190,20,20,Low,Standard,South India,940
SIH-03386,Moradabad Metal Craft,Brass,Metal Engraving,Medium,13.9,1130,160,190,Medium,Standard,North India,5270
SIH-03387,Thanjavur Painting,Wood,Gold Leaf Work,Medium,41.4,3800,525,410,High,Moderate,South India,23870
SIH-03388,Sandalwood Carving,Sandalwood,Wood Carving,Large,32.2,3870,345,540,High,Standard,South India,18760
SIH-03389,Blue Pottery,Ceramic,Glazing,Small,3.7,220,35,45,Low,Moderate,West India,1170
SIH-03390,Pashmina,Pashmina Wool,Hand Embroidery,Standard,45.9,3710,205,255,Medium,Standard,North India,17120
SIH-03391,Dhokra,Brass,Lost Wax Casting,Medium,21.3,1070,195,265,Medium,Moderate,Central India,7190
SIH-03392,Blue Pottery,Ceramic,Glazing,Large,3.2,310,30,40,Medium,Moderate,West India,1000
SIH-03393,Thanjavur Painting,Wood,Gold Leaf Work,Large,24.2,6360,510,475,High,Standard,South India,23810
SIH-03394,Blue Pottery,Ceramic,Glazing,Medium,2.0,280,20,45,Low,Light,West India,790
SIH-03395,Blue Pottery,Ceramic,Glazing,Medium,5.1,350,45,75,Low,Moderate,West India,1720
SIH-03396,Madhubani,Paper,Hand Painting,Medium,15.1,210,45,60,Low,Standard,East India,3930
SIH-03397,Kutch Embroidery,Cotton,Hand Embroidery,Large,20.0,570,100,85,High,Standard,West India,5680
SIH-03398,Kalamkari,Cotton,Block Printing,Large,12.7,650,60,45,Medium,Standard,South India,3140
SIH-03399,Madhubani,Paper,Hand Painting,Small,7.9,140,30,30,Low,Light,East India,2170
SIH-03400,Banarasi,Silk,Handloom Weaving,Standard,121.6,4310,500,1060,High,Light,North India,47500
SIH-03401,Blue Pottery,Ceramic,Glazing,Large,5.3,280,45,45,Medium,Light,West India,1270
SIH-03402,Sandalwood Carving,Sandalwood,Wood Carving,Large,38.2,4670,225,340,High,Standard,South India,20640
SIH-03403,Moradabad Metal Craft,Brass,Metal Engraving,Large,20.8,1810,310,285,High,Moderate,North India,9600
SIH-03404,Thanjavur Painting,Wood,Gold Leaf Work,Large,64.9,3770,655,410,High,Standard,South India,27470
SIH-03405,Pipili Applique,Cotton,Applique,Medium,3.9,310,15,20,Medium,Light,East India,1160
SIH-03406,Banarasi,Silk,Handloom Weaving,Standard,110.8,4050,560,810,Medium,Standard,North India,39570
SIH-03407,Dhokra,Brass,Lost Wax Casting,Medium,22.5,1750,125,270,High,High,Central India,7250
SIH-03408,Blue Pottery,Ceramic,Glazing,Small,2.8,250,25,30,Low,Light,West India,880
SIH-03409,Pashmina,Pashmina Wool,Hand Embroidery,Standard,121.6,7180,600,430,High,High,North India,43800
SIH-03410,Pipili Applique,Cotton,Applique,Small,3.1,170,15,20,Low,Standard,East India,670
SIH-03411,Bastar Dhokra,Bell Metal,Lost Wax Casting,Medium,12.2,2650,230,180,Medium,Standard,Central India,8470
SIH-03412,Bastar Dhokra,Bell Metal,Lost Wax Casting,Medium,21.2,1860,105,165,High,Light,Central India,7380
SIH-03413,Pashmina,Pashmina Wool,Hand Embroidery,Standard,69.5,4680,240,430,Medium,Standard,North India,24980
SIH-03414,Moradabad Metal Craft,Brass,Metal Engraving,Medium,20.3,1550,240,240,Medium,Standard,North India,6650
SIH-03415,Moradabad Metal Craft,Brass,Metal Engraving,Medium,15.0,1760,260,320,High,High,North India,8070
SIH-03416,Phulkari,Cotton,Hand Embroidery,Standard,44.3,430,85,135,Medium,Moderate,North India,9040
SIH-03417,Blue Pottery,Ceramic,Glazing,Medium,1.8,210,25,20,Low,Standard,West India,660
SIH-03418,Terracotta,Clay,Hand Moulding,Medium,4.7,120,20,45,Low,Light,East India,990
SIH-03419,Madhubani,Paper,Hand Painting,Large,48.4,390,175,310,High,Light,East India,13490
SIH-03420,Terracotta,Clay,Hand Moulding,Large,5.6,230,45,60,Medium,Standard,East India,1300
SIH-03421,Blue Pottery,Ceramic,Glazing,Large,10.8,620,65,85,High,High,West India,3370
SIH-03422,Dhokra,Brass,Lost Wax Casting,Medium,10.6,910,140,175,Medium,Standard,Central India,4950
SIH-03423,Thanjavur Painting,Wood,Gold Leaf Work,Large,63.2,4080,375,680,High,Standard,South India,26680
SIH-03424,Pashmina,Pashmina Wool,Hand Embroidery,Standard,91.3,7670,345,660,High,Light,North India,34160
SIH-03425,Dhokra,Brass,Lost Wax Casting,Large,33.1,1800,260,395,High,Moderate,Central India,10510
SIH-03426,Sandalwood Carving,Sandalwood,Wood Carving,Large,22.5,5640,425,545,High,High,South India,18310
SIH-03427,Phulkari,Cotton,Hand Embroidery,Standard,36.1,430,145,95,Medium,Standard,North India,6730
SIH-03428,Blue Pottery,Ceramic,Glazing,Large,5.3,450,60,100,Medium,Standard,West India,1900
SIH-03429,Moradabad Metal Craft,Brass,Metal Engraving,Large,33.4,1590,370,405,High,Moderate,North India,12270
SIH-03430,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Large,23.9,2630,235,200,High,Standard,North India,9190
SIH-03431,Blue Pottery,Ceramic,Glazing,Small,3.0,230,40,45,Low,Standard,West India,900
SIH-03432,Banarasi,Silk,Handloom Weaving,Standard,105.7,5350,480,375,Medium,Standard,North India,32220
SIH-03433,Blue Pottery,Ceramic,Glazing,Large,5.1,460,65,95,Medium,Light,West India,1810
SIH-03434,Terracotta,Clay,Hand Moulding,Large,9.3,260,60,70,Medium,Moderate,East India,1700
SIH-03435,Blue Pottery,Ceramic,Glazing,Medium,4.7,170,50,35,Low,Standard,West India,1330
SIH-03436,Pipili Applique,Cotton,Applique,Medium,14.3,350,30,65,Low,Standard,East India,2530
SIH-03437,Channapatna,Wood,Lac Turning,Small,2.4,120,20,20,Low,Moderate,South India,690
SIH-03438,Dhokra,Brass,Lost Wax Casting,Small,17.9,1600,205,325,Medium,High,Central India,7680
SIH-03439,Blue Pottery,Ceramic,Glazing,Medium,2.4,310,30,25,Low,Standard,West India,890
SIH-03440,Blue Pottery,Ceramic,Glazing,Large,6.3,390,45,100,Medium,Standard,West India,2130
SIH-03441,Kutch Embroidery,Cotton,Hand Embroidery,Large,24.2,670,125,155,High,Light,West India,6400
SIH-03442,Thanjavur Painting,Wood,Gold Leaf Work,Small,48.9,2700,330,800,Medium,Light,South India,26470
SIH-03443,Terracotta,Clay,Hand Moulding,Medium,7.3,180,50,75,Low,Moderate,East India,1510
SIH-03444,Blue Pottery,Ceramic,Glazing,Medium,4.3,270,30,65,Low,Standard,West India,1190
SIH-03445,Blue Pottery,Ceramic,Glazing,Large,10.0,560,95,65,Medium,Moderate,West India,2390
SIH-03446,Banarasi,Silk,Handloom Weaving,Standard,137.6,7240,495,1045,High,Moderate,North India,59260
SIH-03447,Sandalwood Carving,Sandalwood,Wood Carving,Medium,31.4,1600,170,455,High,Light,South India,13240
SIH-03448,Kondapalli Toys,Soft Wood,Hand Painting,Small,3.6,150,15,20,Low,Standard,South India,1020
SIH-03449,Pipili Applique,Cotton,Applique,Medium,6.0,270,25,20,Low,Standard,East India,1350
SIH-03450,Dhokra,Brass,Lost Wax Casting,Medium,23.5,1090,170,245,Medium,Standard,Central India,7340
SIH-03451,Thanjavur Painting,Wood,Gold Leaf Work,Large,51.0,6130,605,610,High,Standard,South India,29810
SIH-03452,Kalamkari,Cotton,Block Printing,Small,4.9,290,30,25,Low,Standard,South India,1550
SIH-03453,Moradabad Metal Craft,Brass,Metal Engraving,Medium,20.7,1340,150,360,Medium,Moderate,North India,7410
SIH-03454,Terracotta,Clay,Hand Moulding,Small,3.0,120,30,25,Low,Standard,East India,740
SIH-03455,Dhokra,Brass,Lost Wax Casting,Small,13.2,510,90,80,Low,Standard,Central India,3500
SIH-03456,Kondapalli Toys,Soft Wood,Hand Painting,Medium,6.4,230,30,60,Low,Light,South India,1710
SIH-03457,Pashmina,Pashmina Wool,Hand Embroidery,Standard,68.2,8140,315,530,Medium,Standard,North India,29490
SIH-03458,Blue Pottery,Ceramic,Glazing,Large,3.0,270,35,40,Medium,Standard,West India,1030
SIH-03459,Kutch Embroidery,Cotton,Hand Embroidery,Medium,26.3,350,75,110,High,High,West India,7340
SIH-03460,Banarasi,Silk,Handloom Weaving,Standard,128.5,6800,380,735,Medium,Standard,North India,38800
SIH-03461,Kalamkari,Cotton,Block Printing,Medium,13.8,240,70,55,Low,Standard,South India,3320
